Sentimen,Teks
-1,"Shit, muar banar melihat iklan capres wiranto-hary tanoe ni"
1,RT @sukendro4: @JaswandiSalim tidak ada capres jokowi bsok 2014?? Saya mending golput
-1,"RT @Budhiusmp: Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power..."
-1,anehnyaaaa anak calon presiden HATTA RAJASA  telah menewaskan orang kok tidak di hukum ?
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,"RT @agakarebaa: calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba"
1,"Btw emang ada ya yang mau milih Dino Patidjalal jadi Presiden? Dahlan Iskan masib ada gaungnya, nah dia? Konvensi partai yang aneh.. :s"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,"Daripada sibuk ngurusin capres, Jokowi fokus aja selesaiin masalah banjir dan macet Jkt @Ngopi2014 @GiriSugiris @jokowi_do2 @pondokasri11"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,RT @yepegtloh: dan LEGOWO RT @Prabowo08 Prabowo tdk ngoyo jd presiden.Prabowo hanya ingin Indonesia merdeka&berdikari.Tdk hanya jd kacung b...
1,@daysucirr @LintasME prabowo subianto Capres Jokowi Cawapres
-1,"RT @allunamaharani: Apalah ini org aussie dukung jokowi jd presiden? --"" Jokowi itu gubernur jakarta sampai 2017.."
1,"Dpr jalaludin rahmat @dirgarambe: Presiden Jokowi, Wapres Rieke, Mendagri Budiman Sujatmiko..Indonesia semakin ""ke kiri""."
1,"RT @YusufAdiwinata: Repot"" amat bikin iklan buat capres jokowi turun juga bubar"
1,"RT @Ricky_Nov1978: Jokowi presiden, prabowo wapres, ahok gub dki, sby ketua mpr, mega ketua dpr,"
1,"Percaya,saya pilih bapak ""@PekanbaruCo: Jika Jadi Presiden, Dahlan Janji akan Miskinkan Koruptor Semiskin-miskinnya [Go #Riau]"""
1,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon @iwands71 @Sunarwidjaja @QuSudartiDj68 @Dewalampung @haman_1"
-1,"RT @feri_latief: Ahok presiden, Jokowi beresin Jakarta dulu deh!"
-1,"Jangan plh capres arb dh ya. Bangun kampung halaman aja dya ga bsa, ngarep mau bangun Tanah Air"
1,"@Presiden2014com pada HUT PDIP ke 4I yg tepat utk mengumumkan Capres Jokowi, dgn dkmn akan menambah suara PDIP dlm pileg 20I4,JOKOWI PASTI"
1,"20 Agustus 2003 - Jembatan Suramadu, diresmikan awal pembangunannya oleh Presiden Megawati Soekarnoputri  #Intermezzo"
1,"RT @karinaml46: Dit, nanti lo mau pilih siapa jdi presiden? | JOKOWI! :D | klo lo, bud? | FARHAT ABBAS!! B) | -_- *kampret | #RIPFarhatAbas"
-1,"RT @alfredovalent: @Bung_Wonky ya semoga gak menang presiden.  Prabowo dulu preesiiden 10taun, jokowi gubernur 10taun.  Baru deh silahkan k"
1,"Gue mah salut sama capres wiranto ini, jarang ada calon pemimpin negaraa ngerasain jdi rakyat biasa.. Gue pilih.."
1,RT @profesorkomodo: Solusi pemulihan ekonomi Indonesia adalah tahun depan Aburizal Bakrie menjadi presiden . ARB for president
-1,"Dibandingin Surya Paloh? ""@JTmor: Banyak orang mendukung Capres Prabowo hanya karena Prabowo ganteng."""
-1,"Urus bandara tdk becus, persis pasar ""@despar54: Capres Dahlan Iskan: yg sulit jd Mudah @debley11 @boyke_bond @Banawa2 @Alex4_11 @masbedjo"""
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
1,Perolehan suara Ibas melampaui prestasi jumlah suara Puan Maharani (mantan presiden Megawati Sukarnoputri) pada Pileg 2009.
-1,"RT @KodratArief: Yg disurvey punya kta garinda ya aja menang ! ""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24% @..."
-1,Kalo gak salah indosat dijual dan sahamnya dikuasai qatar telecom atau SingTel (singapore) pas jamanya presiden megawati.
-1,"RT @miss_zp: jangan rebut jokowiku o_O ""@allunamaharani: Apalah ini org aussie dukung jokowi jd presiden? --"" Jokowi itu gubernur jakarta s..."
1,"Kalau Jawa Tengah bisa melahirkan capres Jokowi, nah dari Jawa Timur digorenglah Ibu Walkot utk jadi cawapres penculik :))"
1,dan LEGOWO RT @Prabowo08 Prabowo tdk ngoyo jd presiden.Prabowo hanya ingin Indonesia merdeka&berdikari.Tdk hanya jd kacung bangsa lain.
-1,"Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Berita #Kabar"
1,"RT @Him_NK: Makanya pilih capres JOKOWI @despar54: Negara Koboi @Hasanuddin_: jk perdagangan senjata ilegal tdk diberantas, kita masuk era ..."
1,"#jreng! :D RT @ulinyusron Kalau Jawa Tengah bisa melahirkan capres Jokowi, dari Jawa Timur digorenglah Ibu Walkot utk cawapres penculik :))"
1,"RT @DioSamuel: ""@LoveNiey: Jokowi presd nya ""@Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, bisa jadi kenapa ta..."
1,Itu baru namanya capres ! (Wiranto)
1,RT @despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @tannusantara @indrajja_llah @BobbyEndhut @teh_tariq
1,RT @ardianasmar: @andywindarto #capres Jokowi adlah pelampung penyelamat PDIP. Pertimbangan pragmatis belaka. PD & PDIP se-ideologi.
1,"Jokowi harga mati RT ""@thoruzh09: Sy dukung jokowiahok jd presiden @jokowi_do2.Agr indonesia bersih dr koruptor n lbh mndukung lg bl ad UU"
-1,Golkar salah pilih capres. Wiranto salah pilih cawapres.
1,"Prabowo... hahahahaha ""@neoatarashi30: Gubernurnya bu risma, presidennya prabowo wakilnya jokowi ""@ryand_tanoshi: Presiden jokowi, wakilnya"
1,"Dahlan: Saya yakin Menangi Konvensi, April sy All out kalahkan Capres Jokowi @Re_bonjav @bert_dave @Femilyakarina  @el_massoud @SoffiAgus"
1,"RT @rifkiadityar: Menang hj teyek""@yaawirr: setelah di pikir-pikir sepertinya jika jowoki ga nyalonin presiden prabowo bisa menang nih."""
-1,"NAFSU jd presiden prabowo surati kep.desa, 1 M jika terpilih? aneh itukan amanat UUD desa, kok diturunin hrsnya 1,2 M @fadjroeL @fadlizon"
-1,RT @AnisyaUlfa: Saya gak setujuh kalo jokowi dicalonin jd presiden! Dia aja blm slsai ngerjain kota jakarta eh mlh disrh jd presiden! Dahla...
1,"RT @rieza_interisti: Dibalik jg posisinya mantap (y) RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gima..."
1,"RT @Sahabat_ARB2014: Mereka berharap, apabila terpilih sebagai presiden, ARB terus dekat dengan mereka dan membawa Indonesia ke arah lebih ..."
1,Momentum PDIP memenangkan Pilpres 2014 dgn menampilkan pasangan Capres Jokowi - Puan Maharani
-1,"Selama Megawati masih hidup,Jokowi jangan bermimpi jadi Capres dari PDIPRT @VIVAnews Ditanya Peluang Jokowi Jadi Capres, Megawati: Sabar..."
-1,"RT @HalibBalikinz: @sarahbahrii @pkspiyungan @tribunnews : modal jual tampang 'sosial' doang utk jadi capres, Jokowi perlu blajar dari pnga..."
-1,"RT @TrioMacan2000: Gak laku, sdh sering kami kultwit, cek fav deh ""@sehatsinergis: Bung @TrioMacan2000, apa pendapat anda dengan Capres ARB"
1,RT @harrypangestu97: @farhatabbaslaw capres prabowo lebih unggul di borneo di banding farhat
-1,"Yg disurvey punya kta garinda ya aja menang ! ""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24% @kolo_ijo """
1,"Jika Presiden, Dahlan Tetap Pakai Sepatu Kets #Berita #Kabar"
1,"President for Joy""@AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi Presiden. Jadi Presiden ARB siap tidak dibayar."""
1,"Mau Prabowo yg jd capres, Jokowi cawapres.."
1,"Ayo, Jokowi mundur dr Gubernur, silahkan maju jadi Capres. Dahlan Iskan Mundur dr Menteri, silahkan lanjutkan konvensi Capres. Marzuki Alie?"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,Ketua PAN : Hatta Tetap Capres  DAHLAN TOLOL
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,@meycandana iklan capres ARB kek nya :)))
-1,"Ditanya soal presiden, Jokowi ngeles ngomong ttg 'hujan deras'. Mas/mbak wartawan, hujan deras itu kiasan dr 'byk saingan', byk hambatan."
1,"Dahlan iskan, nyalon capres, jokowi juga. Kalo mereka jadi satu tim mah, baahh!! This Is Indonesiaa!!"
1,"Untuk jadi presiden, Prabowo kejegal di HAM doang kan? Nah, Prabowo bikin film yang membantah soal itu..Film bela diri eh membela diri :D"
1,"RT @Prabowofor2014: Prabowo tidak ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari.#PrabowoPresiden #Gerindr..."
1,"RT @bunbun482002: @Pemilu_Nasional Nah,klw bisa bisa Capres Jokowi Cawapres Prabowo!Negara kita perlu tentara yg kuat dan disegani utk jaga..."
1,"@kompascom capres Mahfud MD, wapres Pramono EW cocok. Yg lainnya maaf gak cocok."
-1,"RT @NovaL_Elpitu: Eneggg banget ogut liat iklan #Capres ARB di iklan ngomong'a sok bijak bnr, sebener'a dia punya kaca ga sii di rumahnya * "
1,"calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba"
-1,"Saya rasa peluang anda @harry_tanoe untuk menjadi wapres di 2014 sangat kecil, karena saingan anda adalah Bpk Presiden PRABOWO!! HaHaHa"
1,"RT @michico_ayano: Allahu Akbar kl terjadi""@AnugrahRiko: Dream Team : Presiden Jokowi,Wakil Abraham Samad, gubernur DKI Ahok. Koruptor pd t "
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
-1,RT @anto_dwi: HANURA : HAri taNoe Untuk Ri satU. Emoh presiden wiranto. Muka penjahat.
-1,"Jari tengah ""@ekapsss: Entah ini mau nyumpah atau senyum aja ""@AryundaRW: Nyata,anaknya aja cantik :) ""@ekapsss: Capres Wiranto kayaknya pas"
-1,Pak Capres jokowi ternyata pusing juga di demo supir angkot/ kopaja. #kataberita
1,"@EndySukardi @jokowi_do2 @aburizalbakrie @Prabowo08 iin, pasti menang jokowi...jokowi 4 presiden, jokowi ttp dihati..."
-1,"Bull-shit ngetz nich RT @PekanbaruCo: Jika Jadi Presiden, Dahlan Janji akan Miskinkan Koruptor Semiskin-miskinnya  [Go #Riau]"
-1,"Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power syndrome.."
-1,"Betuul :)) @M3161 @setyoarei , walo papan atas, tp gthu nyalonen skrg jd capres, jokowi mlh keilangan simpati"
1,"@matanajwa undang capres wiranto, prabowo, surya paloh dlm 1 meja. 'sosok yg katanya bersih-merakyat-bs memakmrkn rkyt. Ttp kritis"
1,"Ikut Konvensi Capres, Dahlan Diundang Langsung SBY Bicara 4 Mata"
-1,"JK katakan, butuh waktu Jokowi jadi capres: Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya Joko Widodo "
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"Klo bahas kemungkinan duet capres JK-JKW,gmn can?? RT@TrioMacan2000: Bahas apa enaknya malam ini ?"""
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"""@fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. &amp; Cawapres @mohmahfudmd. Gimana bung @fadjroeL."" : Simpan di angan angan"
-1,"RT @Elinlinlon: nonton kompas tv, survei ttg partai dan calon capres ! Tokoh yang tidak diinginkan jd presiden >>> Megawati #setujuuuuuu"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,@TrioMacan2000 nanti konvoi pendukung capres jokowi pada pilpres nanti dilarang ga ya?
1,Forum Vihara &Petani Wonogiri dukung Capres Jokowi @tannusantara @indrajja_llah @BobbyEndhut @teh_tariq
1,"@yunartowijaya mungkin setelah jabatan presiden jokowi selesai,Indonesia tidak pny apa2 dan rakyat hny jd babu atau budak asing"
1,RT @megaretya: slh 1 capres ARB kn mertua-ku hahakakbs diatur @farinahasyim @fameiyoga @haddasahajeng @megayamega
-1,"RT @kirana_nidianti: iya aku lagi mempromosiakan wkk ""@indracula__: Apa nih kisahnya promosi capres ARB kh haha ""@kirana_nidianti: berani b..."
1,"Tak ada yg tak mungkin: Suatu saat Ahok Presiden, Jokowi Wakil Presiden."
1,RT @WimpyTwitty: @Gerindra Bp. Capres Prabowo akan memiliki sbuah ENERGI jika dimungkinkan berpasangan dngan Bp. Jokowi d Pilpres 2014. Say...
-1,"Putus Asa pada Janji Dahlan Hapus Outsourcing, DPR Panggil Presiden: ""Dahlan Iskan sudah tidak bisa dipegang ucapannya,"" kata Komisi IX DPR"
-1,RT @sarahafrida: Sebel liat Capres Aburizal Bakrie gtau knapa. Dia ya nyalon atas dsar apa jg g ngrti. Mau ngurusin Indonesia? Ngurusin lap
-1,RT @warungsego: Jd kmaren fpi demo ke mnc buat nolak capres wiranto-Hary tanoe. tp itu pasti dg maksud menciptakan simpati org thdp psgn tsb
-1,"Parpol2 kompak Jegal Capres Jokowi RT @satriopanilih: Ini Kelompok parpol APA? munafiknya, knp kebakaran jengot @Sunarwidjaja @erlangga_id"
1,"@ridlwandjogja bagusnya mereka bersatu. Aher capres, jokowi cawapres. Pasti keren, akh."
-1,Lah capres Wiranto menyamar jadi tukang becak di solo dan endingnya becaknya di kasih ke tukang becak. Epic!
-1,"RT @Budhiusmp: Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power..."
-1,"Beuu KO ""@despar54: Ramadan Pohan: Capres PD Anis Baswdn akan bikin KO Capres Jokowi @herilatief  @doodi_frens @r3tmono @Him_NK @PROREPUBLIK"
1,"mantapji RT @agakarebaa: calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba"
-1,"@mach_idin @SBYudhoyono persamaannya beliau berdua ditakdirkan menjadi org besar di republik ini, Bedanya SBY presiden jokowi Gubernur :)"
-1,"@sarahbahrii @pkspiyungan @tribunnews : modal jual tampang 'sosial' doang utk jadi capres, Jokowi perlu blajar dari pngalaman GusDur,."
-1,Capres Tue RT @RandenJoe: lihat iklannya Capres Wiranto di TV sudah tuwir masih sok gagah @rini_atmowiyoto @bertus_Aryadavi @SantiYustika
1,"2.Ulama bsa jd presiden, MegaWati membuktikan bahwa perempuan bs jd presiden, SBY membuktikan bahwa kita tdk butuh presiden. IQ 110 mengerti"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
-1,RT @alejandro_law17: buzzer presiden Jokowi jalan tiap detik nih. ke bawah udah ada ratusan akun yg tweetkan berita yg sama. Msh antri ! ht
1,"Hahaha... bisa bisa... RT @Understandjing: @pzarryhendrik Presiden: Jokowi, Wakil Presiden: Mahfud MD. Maybe Ahok jadi Menteri Agama-nya. :D"
-1,RT @Bayuwelwol: Iklan djarum versi ibu lebih mengena dibanding iklan capres arb
-1,PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @Yettidewi @Khoiri_yay45 @kekenorlin @ketoprakireng @tbayupatti @PapaPras @KETUM_PERAK
-1,"Saya jg heran, knpa'ny ibu pengen jd presiden lg pdhl kmrn sdh.. !!!RT ""@kompascom: Banyak yang Ingin Jadi Presiden, Megawati Heran"
1,RT @BPrijosusilo: Tugas Presiden Jokowi adalah menghapus korupsi dan mengembalikan uang rakyat yang dicuri sejak Orde Baru sampek Orde Ndam
-1,RT @bang_iippull: Pasangan Capres Wiranto dan Hari Tanoe Sudibyo duduk didepan sendiri nntn Miss World sekalian kampenye pak?
-1,"RT @andrinof_a_ch: Pake metode acak apa nich? Acak-acakan??? @despar54 Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24%  Cc: ..."
-1,"INES MONICA yah..""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokow @MyBesar @mbahnyakorakora @TohAlmansur @yusri_albima"
1,"RT @Agussugiyono66: @Prabowo08: Prabowo tdk ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari. Tdk hanya mnjd..."
1,@AhSpeakDoang calon presiden ARB
-1,RT @hendiyola: Ahok aja presiden..jokowi ttp gub RT @Herrreza: Apakah saudara2 semua benar2 menginginkan Jokowi maju jadi calon presiden? #
-1,"Gimana mau jadi presiden ARB itu, nyebut nama negaranya aja salah.. Indonesia woy bukan Endonesia.. :/"
1,"9.@Presiden2014com @mahfud_md2014 berikut nya kita bahas calon presiden ARB,bisa kami tambahkan pak Mahfud bersih dr pelanggaran HAM.Wasalam"
1,Saatnya Ekonomi Kerakyatan & Syariah Mengambil alih! Subsidi & Bantu petani & Pertanian kuatkan UMKM mudahkan Perizinan Presiden @jokowi_do2
1,"RT @oktariands: Jokowi nyapres 2014 OK, tp klo 2019 Hebat. Klo utk 2014 ini bgsny, Mahfud MD Capres, Dahlan Iskan Cawapres. #Pilpres2014"
1,Cium tangan sama bapak mantan wakil presiden #JK kereeen....
1,"RT @LoveNiey: Jokowi presd nya ""@Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, @ridwankamil walikotanya bdg,sy ..."
1,"RT @Widino: Salut buat jokowi, saat yg lain berkoar2 n berambisi jd presiden, Jokowi tenang2 aja, adem ayem wlw elektabilitasnya jauh diata"
1,ngumpulin uang tunai persiapan Capres Jokowi. @bangunegeri @MustofaNahra @detikcom
1,"RT @IlmuGuruSejati: Iklan/Kampanye Capres ARB pun menyinggung masalah jasa Guru dg slogan ""Negara harus berterima kasih pada guru"" #IlmuGur..."
-1,"jawaban yg tepat ... @VIVAnews TERPOPULER POLITIK - Ditanya Peluang Jokowi Jadi Capres, Megawati: Sabar Dulu"
1,"RT @muhith_harahap: Mgkin kalo jd presiden, jokowi br bs atasi macet :) ""@Yusrilihza_Mhd: Hujan dan Kemacetan Jakarta di Sindo hari ini htt"
1,"iyolah haha RT @HamdyahLaila : prcoyo rek blitar PDI :D "" @yudaprs : mending dukung Megawati jadi presiden, Jokowi megang DKI aja sudah c"
1,"Presiden jokowi,wapres bu risma. Class!! #SaveRisma"
1,Sempt terlukis dpkiran andaikn ngra Indonesia mmpunyai presiden @jokowi_do2 & wakil @RismaHarini tkoh tkoh pmimpin yg hndal ::)
1,"RT @mutoharamin: +1 ""@fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."""
1,"RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."
1,Gun2 Heryanto: Capres Jokowi miliki Perilaku & Cara Komunikasi Terbaik! Pram Edi Terburuk @Banawa2 @satriopanilih @Yas_Pyu @IndraSetto
-1,RT @bimaanggara18: @JokowiCentre Hah? Gak malukah Golkar bikin pernyataan itu? Bahkan ical tidak pantas jadi cawapres mendapingi capres Jok...
-1,"@farhatabbaslaw brp % ya? RT Okezone! Forum Akademisi IT: Survey Capres Jokowi 41%, Prab 12%, Mega 9%, ICAL 6%"
1,"RT @hamdaniakbar16: Konvensi Golkar menjelang pilpres 2004 mencari tokoh utama sebagai capres, Wiranto pemenangnya."
1,"@MS_9910  yg layak sbg capres @jokowi_do2   kompetiter yg layak bertanding @mohmahfudmd & @Yusrilihza_Mhd, mrk smua InsyAllah Jujur n Amanah"
1,Prabowo Presiden Jokowi Wapres... merdekaaaa.... moal nyoblos nu lain uing mah...
-1,"Najis,org gila doang yg dukung @farhatabbaslaw jdi presiden!Jokowi lbih baik"
1,"Kalau perlu semua instrumen Bangsa ini diperkuat RT""@temponewsroom: Nasional - Jika Jadi Presiden, Prabowo Janji ."
1,Akan sempurna Indonesia jika Presiden : @Jokowi_ID Wapres : @iskan_dahlan Ketua KPK : @farhatabbaslaw hehehe cc @TrioMacan2000
1,"jowi cerdas & cermat dlm memainkan politiknya 2014 tdk jdi capres, jokowi hnya mengejar jabatan sja tnpa kakulasi dgn bnar  jdi capres 2014"
1,"Sdh dibahas dulu. Agar HT serius ..ga main2 @yugopriono: Can mau tanya sebab capres wiranto pasangan ma HT @TrioMacan2000 ??"""
1,#jokonies #jokonis #jokowedan #jokoswedan intinya #turuntangan . Capres jokowi.cawapres anies baswedan. Duet Maut
1,@Berita_Capres Prabowo Sang Jendral NKRI
1,"@sarahSetyaa : truss gimana donk, yg pasti saya pilih Capres jokowi di 2014, kamu ada ide lainnya ???"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,@SabarSitanggang cocok...prof yusril presiden prabowo wakilpres
-1,"RT @despar54: Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @krasn4y4 @masbedjo @eddies_song @Anti_Jilat @..."
1,"Urusan capres Jokowi paling pantes om! RT @MTLovenHoney: Adik-adik, mohon maaf saya tidak favorite mention Anda tentang capres, sudah banyak"
1,"@christiaraindah udaah, diganti videonya tentang capres jokowi gitu. nanti kukirim dokumen sama videonya lewat email"
1,RT @susantowahyu809: @Mbi_Lung @despar54 @sutomoagus92 @cindaga_karta @Him_NK @wimar @pramonoanung saya setuju jika Capres Jokowi dan Wapre...
-1,"RT @Him_NK: Listrik TETEP byar pet! @despar54: 4 Program Capres Dahlan Ekonomi Maju, SDM bermutu @ekabees @Banawa2 @Try_iii @ezakuya @iwand..."
1,TERPAKSA! Moga2 sih Jokowi capres Independen @masbedjo: bila PDIP capres Jokowi musti pilih PDIP DPR @GA17B @despar54 @herilatief @GimanaBro
1,RT @robby_sargo: calon presiden dan wakil presiden / surya paloh gandeng yusril bisa perbaiki kondisi negara ini jadi lebih baik.
1,"RT @tikasabila: Kalo presiden jokowi?""@ernestprakasa: Klo Gerindra bisa tembus 20% vote di pileg, pasti mereka majuin Prabowo-Ahok. Gimana  "
1,Indonesia baru dengan presiden jokowi menyempurnakan reformasi indonesia
1,RT @ass_suryadi: Presiden Jokowi dan wapres artidjo alkautsar adalah pasangan ideal menyongsong indonesia baru dan direstui seluruh rakyat
1,"bener kata Pak Habibie. saatnya 40-60 yang jadi presiden. Jokowi, Anies Baswedan, Anis Matta, siapa lagi? :)"
1,Presiden Jokowi Wapres Bu Risma. Jadoss dah Indonesia
1,"RT @ParonaSihombing: @mx_sugiharto @Ny_SiscaBintang @Presiden2014com kalo gak jd calon Presiden Jokowi mending ""GOLPUT"" krn kita cari pemim "
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
-1,RT @Jokowi_Presiden Jokowi (Joko Widodo) Pemimpinlah yang harus minta maaf kepada rakyatnya .. @TrioMacan2000
-1,"""@moedaindonesia: @eman_nahnu @Romelmasykuri anarkisme yg ketua-tuaan bagaimana tuh?"" >Yach spt Fadjroel lah, atau Capres jk nanti kalah :-)"
1,"""@obie_maulana: Makan siang klo habis ketemu gubernur itu serasa habis ganti presiden | @jokowi_do2""  Mang dah gnti Jkw presidenna haha.."
1,"Gerindra menang Prabowo presiden. Jokowi - Risma capres - cawapres, PDI yang menang :D"
-1,"Kampanye utk dirinya sendiri ..munafik? Aji mumpung? Ga etis? ""@bintangmangkauk: blm layak Presiden. Jokowi ikut kampanye dibeberapa Pilkada"
-1,"RT @despar54: 4 Program Capres Dahlan RI Ekonomi Maju No 20 Dunia, SDM bermutu @Mbi_Lung: RI terpuruk, rakyat jerit, capres koar2 dgn janji..."
-1,"berarti kalo, jadi presiden jokowi, ibu kota pindah kesamata dong ::D @Davinads Sejak jokowi jadi gubernur RT""@AsElyias: sejak kapan monas"
1,@via_senang  Yg gak milih capres Jokowi cma 10% gpp. Tpi yg milih Jokowi jd capres 90%  Shiiip...
1,menakar kejujuran capres ~ jokowi urutan pertama :D
-1,"RT @deddysitorus: Wakakak, jgn becanda ahhh. Itu kaya Messi disuruh jd penjaga gawang, kapan bikin gol?  ""@WimpyTwitty  Prabowo  jd Preside"
-1,"Apa sih? ""@mbenk_takeda: Hidup titisan suharto... Capres Prabowo!! Naikkan harga diri militer negara kita.. Hancurkan pembelot negara"""
-1,"Pendukung2 Jokowi mulai ragu dgn Jokowi sendiri, mereka bilang kalo Ahok lbh layak jd capres, Jokowi jd gubernur saja. :D"
-1,"Lol RT @andrinof_a_ch: Pake metode acak apa nich? Acak-acakan??? @despar54 Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24%"
-1,RT @ErickAntariksa: Ini pendapat @PDemokrat @SBYudhoyono atau pendapat Ruhut timses PEW? Mohon jawab  Dahlan Enggak Akan Lolos Konvensi ht
1,Pemilu 2014 - survey pemilihan Capres.. JOKOWI mandptkan rating teratas 32% . Hidup JOKOWI
-1,JK mengaku belum niat ikut konvensi Demokrat: Mantan Wakil Presiden Jusuf Kalla (JK) mengaku belum berniat mengikuti
-1,Para pesaing capres #Jokowi rame2 keroyok utk menjatuhkan. Tapi rakyat kan lihat kinerjanya. Sebaiknya persaingan dg berbuat utk rakyat
-1,"Tak sengaja rombongan capres Arb, lupa bayar setelah minum es tebu, saya pernah ngopi bareng Yusril beliau selalu mengingatkan sdh bayr belm"
1,"Oke juga nih kalo presiden jokowi, wakil presiden 1 mahfud, wakil presiden 2 agus marto. Rektor aja wakilnya bisa banyak"
1,RT @despar54: J Kalla:Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami @FemyliaKarina @Qadarrusli14 @soenarto_bre @APjanic_15 @RedRibon_id @
1,"RT @Lekoons: Survey LIPI: Dari 10 capres, @Jokowi_do2 menempati urutan teratas sebagai capres paling jujur."
1,"9.@Presiden2014com @mahfud_md2014 kita bahas bacalon presiden ARB,dapat di tambahkan pak Mahfud bersih dari pelanggaran HAM. Wassalam"
-1,Pak @Jokowi_do2014 banjir belum beres sono rapikan dulu baru calonin diri jadi presiden @Jokowi_ID Jakarta darurat.
1,"RT @Sahabat_ARB2014: Mereka berharap, apabila terpilih sebagai presiden, ARB terus dekat dengan mereka dan membawa Indonesia ke arah lebih ..."
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
-1,"RT @harrypvdio: Ndak mau mikir, ndak mau mikir, ndak mau mikir jadi Capres. @jokowi_do2 jumpalitan ngurus Jakarta."
1,kalau jokowi calon presiden.aku mau jadi wakil presiden jokowi.
